OID_,Value,EuropeCoun,EUcropPlus,HydroSoils,SlopeClass,CountryName,LandUse,SlopeClass,Manure added,Synthetic N applied,Sythetic P Applied,N Manure added,P Manure calculated,NUE,PUE,lucode,load_n,eff_n,crit_len_n,proportion_subsurface_n,load_p,eff_p,crit_len_p
12132,12133,39,10,4,4,San Marino,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.56,0.68,12133,0,0.79,200,0,0,0.79,200
12133,12134,39,20,4,4,San Marino,Shrubland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.5,0.6,12134,0,0.62,200,0,0,0.62,200
12134,12135,39,60,4,1,San Marino,Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.57,0.73,12135,0,0.05,200,0,0,0.05,200
12135,12136,39,60,4,4,San Marino,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.57,0.73,12136,0,0.05,200,0,0,0.05,200
12136,12137,39,213,3,4,San Marino,Barley,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,78,20.5,43.65,8.24,0.65,0.8,12137,42.57656549,0.23,200,0.0541,5.747069055,0.23,200
12137,12138,39,80,4,3,San Marino,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.62,0.73,12138,0,0,200,0,0,0,200
12138,12139,39,20,4,1,San Marino,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.5,0.6,12139,0,0.62,200,0.0591,0,0.62,200
12139,12140,39,33,4,4,San Marino,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.56,0.71,12140,88.73681169,0.82,200,0.1422,11.03502375,0.82,200
12140,12141,39,33,4,3,San Marino,Non Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.56,0.71,12141,88.73681169,0.82,200,0.2621,11.03502375,0.82,200
12141,12142,39,33,4,2,San Marino,Non Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.56,0.71,12142,88.73681169,0.82,200,0.2158,11.03502375,0.82,200
12142,12143,39,32,4,5,San Marino,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.58,0.67,12143,12.40442997,0.19,200,0.0353,1.838931666,0.19,200
12143,12144,39,33,3,3,San Marino,Non Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12144,70.5861002,0.82,200,0.7509,7.990879268,0.82,200
12144,12145,39,33,4,1,San Marino,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.56,0.71,12145,88.73681169,0.82,200,0.0169,11.03502375,0.82,200
12145,12146,39,33,3,4,San Marino,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12146,70.5861002,0.82,200,0.609,7.990879268,0.82,200
12146,12147,24,223,4,2,Italy,Other root crops,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,95,61,83.28,15.71,0.68,0.67,12147,57.04836586,0.13,200,0.1025,25.31511836,0.13,200
12147,12148,39,80,3,2,San Marino,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.95,12148,0,0,200,0,0,0,200
12148,12149,39,80,3,1,San Marino,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.95,12149,0,0,200,0,0,0,200
12149,12150,39,20,4,5,San Marino,Shrubland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.5,0.6,12150,0,0.62,200,0,0,0.62,200
12150,12151,39,32,3,5,San Marino,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12151,11.22305569,0.19,200,0.2022,1.783206464,0.19,200
12151,12152,39,80,3,3,San Marino,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.95,12152,0,0,200,0,0,0,200
12152,12153,39,60,3,5,San Marino,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.71,12153,0,0.05,200,0,0,0.05,200
12153,12154,39,10,3,5,San Marino,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.69,12154,0,0.79,200,0.2148,0,0.79,200
12154,12155,39,50,3,5,San Marino,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.92,12155,0,0.13,200,0.9085,0,0.13,200
12155,12156,39,10,4,5,San Marino,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.56,0.68,12156,0,0.79,200,0.0299,0,0.79,200
12156,12157,39,50,4,5,San Marino,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.74,12157,0,0.13,200,0.4439,0,0.13,200
12157,12158,24,223,4,3,Italy,Other root crops,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,95,61,83.28,15.71,0.68,0.67,12158,57.04836586,0.13,200,0.0901,25.31511836,0.13,200
12158,12159,39,20,3,5,San Marino,Shrubland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.62,0.63,12159,0,0.62,200,0,0,0.62,200
12159,12160,39,60,4,5,San Marino,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.57,0.73,12160,0,0.05,200,0,0,0.05,200
12160,12161,39,221,4,3,San Marino,Potatoes,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,120,63.51,43.65,8.24,0.64,1.07,12161,58.91303879,0.41,200,0,0,0.41,200
12161,12162,39,503,4,3,San Marino,Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Applied to grassland and excreted grazing - divided on LSU,27.02,2.37,80.48,15.18,0.58,0.74,12162,45.14911167,0.9,200,0.0219,4.564575605,0.9,200
12162,12163,39,503,4,4,San Marino,Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied to grassland and excreted grazing - divided on LSU,27.02,2.37,80.48,15.18,0.58,0.74,12163,45.14911167,0.9,200,0,4.564575605,0.9,200
12163,12164,39,503,4,2,San Marino,Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Applied to grassland and excreted grazing - divided on LSU,27.02,2.37,80.48,15.18,0.58,0.74,12164,45.14911167,0.9,200,0.0979,4.564575605,0.9,200
12164,12165,24,212,4,5,Italy,Durum wheat,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,104,29,83.28,15.71,0.6,0.77,12165,74.91045732,0.18,200,0,10.28387037,0.18,200
12165,12166,6,290,3,3,Bosnia and Herzegovina,Bare arable land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.62,0.65,12166,0,0.05,200,0.0225,0,0.05,200
12166,12167,8,34,4,2,Croatia,Non Improved grassland 250 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.56,0.78,12167,194.2037707,0.9,200,0.6502,18.32111045,0.9,200
12167,12168,8,34,4,1,Croatia,Non Improved grassland 250 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.56,0.78,12168,194.2037707,0.9,200,0.6367,18.32111045,0.9,200
12168,12169,8,34,4,4,Croatia,Non Improved grassland 250 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.56,0.78,12169,194.2037707,0.9,200,0.5989,18.32111045,0.9,200
12169,12170,8,35,4,2,Croatia,NonImproved grassland 1000 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,1042.45,196.69,0.54,0.78,12170,479.5262791,0.9,200,0.8919,43.27144438,0.9,200
12170,12171,8,35,4,1,Croatia,NonImproved grassland 1000 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,1042.45,196.69,0.54,0.78,12171,479.5262791,0.9,200,0.8919,43.27144438,0.9,200
12171,12172,8,34,4,3,Croatia,Non Improved grassland 250 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.56,0.78,12172,194.2037707,0.9,200,0.642,18.32111045,0.9,200
12172,12173,6,60,4,5,Bosnia and Herzegovina,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.57,0.73,12173,0,0.05,200,0.0536,0,0.05,200
12173,12174,6,290,3,1,Bosnia and Herzegovina,Bare arable land,<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.62,0.65,12174,0,0.05,200,0,0,0.05,200
12174,12175,6,290,3,2,Bosnia and Herzegovina,Bare arable land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.65,12175,0,0.05,200,0,0,0.05,200
12175,12176,6,212,3,1,Bosnia and Herzegovina,Durum wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.72,12176,67.05893199,0.18,200,0,8.965588985,0.18,200
12176,12177,6,212,3,3,Bosnia and Herzegovina,Durum wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.72,12177,67.05893199,0.18,200,0,8.965588985,0.18,200
12177,12178,6,212,4,2,Bosnia and Herzegovina,Durum wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.77,12178,67.05893199,0.18,200,0,7.364590952,0.18,200
12178,12179,6,290,4,2,Bosnia and Herzegovina,Bare arable land,<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.67,12179,0,0.05,200,0.0427,0,0.05,200
12179,12180,6,290,4,3,Bosnia and Herzegovina,Bare arable land,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.67,12180,0,0.05,200,0,0,0.05,200
12180,12181,6,212,4,3,Bosnia and Herzegovina,Durum wheat,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.77,12181,67.05893199,0.18,200,0,7.364590952,0.18,200
12181,12182,6,212,4,1,Bosnia and Herzegovina,Durum wheat,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.77,12182,67.05893199,0.18,200,0.1087,7.364590952,0.18,200
12182,12183,6,212,3,2,Bosnia and Herzegovina,Durum wheat,<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,124,23.78,43.65,8.24,0.6,0.72,12183,67.05893199,0.18,200,0,8.965588985,0.18,200
12183,12184,8,34,4,5,Croatia,Non Improved grassland 250 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.56,0.78,12184,194.2037707,0.9,200,0.5878,18.32111045,0.9,200
12184,12185,8,34,3,5,Croatia,Non Improved grassland 250 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,441.37,83.28,0.75,0.86,12185,110.3430516,0.9,200,0.7277,11.65888847,0.9,200
12185,12186,8,223,4,3,Croatia,Other root crops,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,130,80,25.92,4.89,0.68,0.67,12186,49.89300155,0.13,200,0.137,28.01361469,0.13,200
12186,12187,8,223,4,4,Croatia,Other root crops,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,130,80,25.92,4.89,0.68,0.67,12187,49.89300155,0.13,200,0.0314,28.01361469,0.13,200
12187,12188,8,215,3,5,Croatia,Oats,> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,105,20,25.92,4.89,0.65,0.7,12188,45.82047045,0.21,200,0.9214,7.466922445,0.21,200
12188,12189,6,20,4,5,Bosnia and Herzegovina,Shrubland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.5,0.6,12189,0,0.62,200,0.0014,0,0.62,200
12189,12190,8,223,4,1,Croatia,Other root crops,<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,130,80,25.92,4.89,0.68,0.67,12190,49.89300155,0.13,200,0,28.01361469,0.13,200
12190,12191,6,80,4,3,Bosnia and Herzegovina,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.62,0.73,12191,0,0,200,0,0,0,200
12191,12192,6,90,4,1,Bosnia and Herzegovina,Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.67,0.67,12192,0,0.4,200,0.093,0,0.4,200
12192,12193,6,90,4,2,Bosnia and Herzegovina,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.67,0.67,12193,0,0.4,200,0,0,0.4,200
12193,12194,6,90,3,5,Bosnia and Herzegovina,Herbaceous Wetland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.65,1.03,12194,0,0.4,200,0.1528,0,0.4,200
12194,12195,6,80,4,2,Bosnia and Herzegovina,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.73,12195,0,0,200,0,0,0,200
12195,12196,6,50,4,5,Bosnia and Herzegovina,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.74,12196,0,0.13,200,0.5362,0,0.13,200
12196,12197,32,10,3,4,Montenegro,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.59,0.69,12197,0,0.79,200,0.324,0,0.79,200
12197,12198,32,10,3,3,Montenegro,Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.59,0.69,12198,0,0.79,200,0.4538,0,0.79,200
12198,12199,32,10,3,2,Montenegro,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.59,0.69,12199,0,0.79,200,0.5849,0,0.79,200
12199,12200,32,10,3,1,Montenegro,Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.59,0.69,12200,0,0.79,200,0.7223,0,0.79,200
12200,12201,32,10,3,5,Montenegro,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.59,0.69,12201,0,0.79,200,0.4634,0,0.79,200
12201,12202,32,33,3,3,Montenegro,Non Improved grassland 100 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12202,70.5861002,0.82,200,0.8728,7.990879268,0.82,200
12202,12203,32,33,3,2,Montenegro,Non Improved grassland 100 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12203,70.5861002,0.82,200,0.8952,7.990879268,0.82,200
12203,12204,32,32,3,4,Montenegro,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12204,11.22305569,0.19,200,0.8415,1.783206464,0.19,200
12204,12205,32,33,3,4,Montenegro,Non Improved grassland 100 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12205,70.5861002,0.82,200,0.8567,7.990879268,0.82,200
12205,12206,32,33,3,1,Montenegro,Non Improved grassland 100 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12206,70.5861002,0.82,200,0.8497,7.990879268,0.82,200
12206,12207,32,32,3,3,Montenegro,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12207,11.22305569,0.19,200,0.8468,1.783206464,0.19,200
12207,12208,32,32,3,2,Montenegro,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12208,11.22305569,0.19,200,0.827,1.783206464,0.19,200
12208,12209,32,40,3,4,Montenegro,Cropland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Applied and excreted Cropland,79.57,26.3,43.65,8.24,0.63,0.87,12209,45.58989968,0.27,200,0.0509,4.489916796,0.27,200
12209,12210,32,32,3,1,Montenegro,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12210,11.22305569,0.19,200,0.815,1.783206464,0.19,200
12210,12211,32,32,3,5,Montenegro,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.62,0.68,12211,11.22305569,0.19,200,0.7986,1.783206464,0.19,200
12211,12212,32,60,3,3,Montenegro,Bare/sparse vegetation (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.6,0.71,12212,0,0.05,200,0.2665,0,0.05,200
12212,12213,32,50,3,1,Montenegro,Built-up (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.92,12213,0,0.13,200,0.7402,0,0.13,200
12213,12214,32,50,3,3,Montenegro,Built-up (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.92,12214,0,0.13,200,0.7296,0,0.13,200
12214,12215,32,40,3,2,Montenegro,Cropland (ESA),<= mean = 2.531- 5.06 degrees,Applied and excreted Cropland,79.57,26.3,43.65,8.24,0.63,0.87,12215,45.58989968,0.27,200,0.1131,4.489916796,0.27,200
12215,12216,32,40,3,3,Montenegro,Cropland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,79.57,26.3,43.65,8.24,0.63,0.87,12216,45.58989968,0.27,200,0.0108,4.489916796,0.27,200
12216,12217,32,60,3,4,Montenegro,Bare/sparse vegetation (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.6,0.71,12217,0,0.05,200,0.4652,0,0.05,200
12217,12218,32,20,3,5,Montenegro,Shrubland (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.62,0.63,12218,0,0.62,200,0.1955,0,0.62,200
12218,12219,32,50,3,4,Montenegro,Built-up (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.92,12219,0,0.13,200,0.6734,0,0.13,200
12219,12220,32,20,3,4,Montenegro,Shrubland (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.62,0.63,12220,0,0.62,200,0.2879,0,0.62,200
12220,12221,32,40,3,1,Montenegro,Cropland (ESA),<= 1/2 STD = < 2.53 degrees,Applied and excreted Cropland,79.57,26.3,43.65,8.24,0.63,0.87,12221,45.58989968,0.27,200,0.2286,4.489916796,0.27,200
12221,12222,32,50,3,2,Montenegro,Built-up (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.92,12222,0,0.13,200,0.7483,0,0.13,200
12222,12223,32,60,3,1,Montenegro,Bare/sparse vegetation (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.6,0.71,12223,0,0.05,200,0.2355,0,0.05,200
12223,12224,32,60,3,2,Montenegro,Bare/sparse vegetation (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.6,0.71,12224,0,0.05,200,0.2945,0,0.05,200
12224,12225,32,50,3,5,Montenegro,Built-up (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.92,12225,0,0.13,200,0.6236,0,0.13,200
12225,12226,32,80,3,2,Montenegro,Permanent water (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.64,0.95,12226,0,0,200,0,0,0,200
12226,12227,32,80,3,1,Montenegro,Permanent water (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.64,0.95,12227,0,0,200,0,0,0,200
12227,12228,32,60,3,5,Montenegro,Bare/sparse vegetation (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.6,0.71,12228,0,0.05,200,0.695,0,0.05,200
12228,12229,32,80,3,4,Montenegro,Permanent water (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.64,0.95,12229,0,0,200,0,0,0,200
12229,12230,32,80,3,5,Montenegro,Permanent water (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.64,0.95,12230,0,0,200,0,0,0,200
12230,12231,32,80,3,3,Montenegro,Permanent water (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.95,12231,0,0,200,0,0,0,200
12231,12232,32,33,3,5,Montenegro,Non Improved grassland 100 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,201.67,38.05,0.65,0.79,12232,70.5861002,0.82,200,0.91,7.990879268,0.82,200
12232,12233,32,10,2,4,Montenegro,Tree Cover (ESA),<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,No,0,0,0,0,0.58,0.84,12233,0,0.79,200,0.4858,0,0.79,200
12233,12234,32,32,2,4,Montenegro,Non improved grassland 25 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,12234,9.155650691,0.19,200,0.9788,1.39313005,0.19,200
12234,12235,32,10,2,3,Montenegro,Tree Cover (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.58,0.84,12235,0,0.79,200,0.6095,0,0.79,200
12235,12236,32,32,2,5,Montenegro,Non improved grassland 25 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,12236,9.155650691,0.19,200,0.9582,1.39313005,0.19,200
12236,12237,32,10,2,5,Montenegro,Tree Cover (ESA),> mean + 3STD = 26.558-89.281 degrees,No,0,0,0,0,0.58,0.84,12237,0,0.79,200,0.603,0,0.79,200
12237,12238,32,32,2,3,Montenegro,Non improved grassland 25 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,12238,9.155650691,0.19,200,0.9854,1.39313005,0.19,200
12238,12239,32,32,2,2,Montenegro,Non improved grassland 25 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,12239,9.155650691,0.19,200,0.9929,1.39313005,0.19,200
12239,12240,32,10,2,2,Montenegro,Tree Cover (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.58,0.84,12240,0,0.79,200,0,0,0.79,200
12240,12241,32,32,2,1,Montenegro,Non improved grassland 25 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,29.53,5.57,0.69,0.75,12241,9.155650691,0.19,200,0.9951,1.39313005,0.19,200
12241,12242,32,10,2,1,Montenegro,Tree Cover (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.58,0.84,12242,0,0.79,200,0.8158,0,0.79,200
12242,12243,32,20,3,3,Montenegro,Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.62,0.63,12243,0,0.62,200,0.3306,0,0.62,200
12243,12244,32,20,3,2,Montenegro,Shrubland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.62,0.63,12244,0,0.62,200,0.4044,0,0.62,200
12244,12245,32,31,3,4,Montenegro,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,12245,0,0.09,200,0.9378,0,0.09,200
12245,12246,32,31,3,3,Montenegro,Non improved grassland 0 LSU,<= mean + 1 STD = 5.061-12.225 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,12246,0,0.09,200,0.9403,0,0.09,200
12246,12247,32,31,3,5,Montenegro,Non improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,12247,0,0.09,200,0.9314,0,0.09,200
12247,12248,32,31,3,2,Montenegro,Non improved grassland 0 LSU,<= mean = 2.531- 5.06 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,12248,0,0.09,200,0.9427,0,0.09,200
12248,12249,32,31,3,1,Montenegro,Non improved grassland 0 LSU,<= 1/2 STD = < 2.53 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.59,0.73,12249,0,0.09,200,0.9358,0,0.09,200
12249,12250,32,20,3,1,Montenegro,Shrubland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.62,0.63,12250,0,0.62,200,0.6429,0,0.62,200
12250,12251,32,31,2,5,Montenegro,Non improved grassland 0 LSU,> mean + 3STD = 26.558-89.281 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12251,0,0.09,200,0.9913,0,0.09,200
12251,12252,32,31,2,4,Montenegro,Non improved grassland 0 LSU,<= mean + 3 STD (1 STD + 2STD) = 12.226- 26.557 degrees,Excreted permanent grass -divided on LSU,0,0,0,0,0.6,0.82,12252,0,0.09,200,0.994,0,0.09,200
12252,12253,32,40,3,5,Montenegro,Cropland (ESA),> mean + 3STD = 26.558-89.281 degrees,Applied and excreted Cropland,79.57,26.3,43.65,8.24,0.63,0.87,12253,45.58989968,0.27,200,0.3694,4.489916796,0.27,200
12253,12254,32,90,3,3,Montenegro,Herbaceous Wetland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.65,1.03,12254,0,0.4,200,0.356,0,0.4,200
12254,12255,32,90,3,2,Montenegro,Herbaceous Wetland (ESA),<= mean = 2.531- 5.06 degrees,No,0,0,0,0,0.65,1.03,12255,0,0.4,200,0.4047,0,0.4,200
12255,12256,32,90,3,1,Montenegro,Herbaceous Wetland (ESA),<= 1/2 STD = < 2.53 degrees,No,0,0,0,0,0.65,1.03,12256,0,0.4,200,0.4289,0,0.4,200
12256,12257,40,20,4,3,Serbia,Shrubland (ESA),<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.5,0.6,12257,0,0.62,200,0.0088,0,0.62,200
12257,12258,40,240,3,3,Serbia,Dry pulses,<= mean + 1 STD = 5.061-12.225 degrees,Applied and excreted Cropland,17,17.25,43.65,8.24,0.64,0.94,12258,21.83303879,0.17,200,0,1.529282255,0.17,200
12258,12259,40,700,3,3,Serbia,Artificial,<= mean + 1 STD = 5.061-12.225 degrees,No,0,0,0,0,0.64,0.94,12259,0,0.05,200,0.4456,0,0.05,200
